City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Havre-Saint-Pierre,CA,2022-07-20 17:47:26,50.2334,-63.5986,73.76,68,75,10.36
293,Ulladulla,AU,2022-07-20 17:47:27,-35.35,150.4667,47.3,82,92,2.91
294,Salihorsk,BY,2022-07-20 17:47:27,52.7876,27.5415,59.36,77,1,7.67
295,Wattegama,LK,2022-07-20 17:47:28,6.7989,81.4808,76.55,88,94,4.12
296,Abaete,BR,2022-07-20 17:47:28,-19.16,-45.4458,83.98,27,19,6.8
297,Richards Bay,ZA,2022-07-20 17:47:28,-28.783,32.0377,65.77,85,31,7.58
298,Caravelas,BR,2022-07-20 17:47:29,-17.7125,-39.2481,76.78,63,51,8.25
299,Santiago Del Estero,AR,2022-07-20 17:47:30,-27.7951,-64.2615,76.95,36,30,16.93
300,Karaton,ID,2022-07-20 17:47:30,-6.3424,106.1045,72.99,94,24,2.06
301,Tautira,PF,2022-07-20 17:47:30,-17.7333,-149.15,76.3,74,0,12.91
302,Lom Sak,TH,2022-07-20 17:47:31,16.7798,101.2422,77.9,89,100,0.25
303,Bethel,US,2022-07-20 17:47:31,41.3712,-73.414,96.15,51,0,6.91
304,Baruun-Urt,MN,2022-07-20 17:47:32,46.6806,113.2792,69.73,48,96,6.13
305,Epe,NG,2022-07-20 17:47:32,6.5841,3.9834,75.78,75,91,7.87
306,Bulawayo,ZW,2022-07-20 17:47:33,-20.15,28.5833,60.73,46,87,5.44
307,Ogbomosho,NG,2022-07-20 17:47:33,8.133,4.25,74.59,76,48,5.1
308,Vanavara,RU,2022-07-20 17:47:34,60.34,102.2797,58.48,81,87,5.3
309,Asheville,US,2022-07-20 17:45:37,35.6009,-82.554,86.18,74,75,4.61
310,Nikolskoye,RU,2022-07-20 17:47:34,59.7035,30.7861,73.87,57,96,11.52
311,Khatanga,RU,2022-07-20 17:47:35,71.9667,102.5,46.72,59,100,21.39
312,Baherden,TM,2022-07-20 17:47:35,38.4362,57.4316,90.18,15,0,1.61
313,Camrose,CA,2022-07-20 17:45:37,53.0168,-112.8353,65.73,60,0,13.98
314,Sinazongwe,ZM,2022-07-20 17:47:36,-17.2614,27.4618,68.83,64,22,3.36
315,Sidi Ali,DZ,2022-07-20 17:47:36,36.0998,0.4206,82.78,55,1,8.68
316,Kampot,KH,2022-07-20 17:47:37,10.6167,104.1833,75.25,87,100,7.16
317,Lanja,IN,2022-07-20 17:47:37,16.85,73.55,76.21,90,48,3.13
318,Druzhba,UA,2022-07-20 17:47:38,52.0428,33.9453,57.11,77,14,12.93
319,Saint-Augustin,CA,2022-07-20 17:47:38,51.226,-58.6502,56.73,91,100,12.64
320,Maniitsoq,GL,2022-07-20 17:48:39,65.4167,-52.9,45.27,93,100,10.45
321,San Patricio,US,2022-07-20 17:48:40,28.017,-97.5169,96.19,43,1,19.28
322,Kununurra,AU,2022-07-20 17:48:40,-15.7667,128.7333,58.98,88,46,2.3
323,Ixtapa,MX,2022-07-20 17:43:42,20.7,-105.2,88.23,71,67,1.01
324,Stornoway,GB,2022-07-20 17:48:41,58.2093,-6.3865,59.94,81,40,12.66
325,Polovinnoye,RU,2022-07-20 17:48:41,54.7914,65.9864,61.86,93,5,9.53
326,Winslow,US,2022-07-20 17:48:42,35.0242,-110.6974,89.78,27,0,6.91
327,Veraval,IN,2022-07-20 17:48:42,20.9,70.3667,80.55,86,68,16.51
328,Mirnyy,RU,2022-07-20 17:48:43,62.5353,113.9611,50.23,100,100,7.0
329,San Quintin,MX,2022-07-20 17:48:43,30.4833,-115.95,75.97,59,97,9.51
330,Sombrio,BR,2022-07-20 17:48:44,-29.1139,-49.6167,81.93,72,0,9.08
331,Skelleftea,SE,2022-07-20 17:48:44,64.7507,20.9528,73.0,61,20,9.22
332,Shieli,KZ,2022-07-20 17:48:45,44.1667,66.75,91.35,19,0,7.85
333,Mazatlan,MX,2022-07-20 17:45:49,23.2167,-106.4167,92.01,81,88,4.0
334,Mildura,AU,2022-07-20 17:48:45,-34.2,142.15,46.08,83,87,12.71
335,Tiarei,PF,2022-07-20 17:48:46,-17.5333,-149.3333,71.62,71,8,9.37
336,Morehead,US,2022-07-20 17:48:47,37.2711,-87.1764,92.98,67,40,5.75
337,Olinda,BR,2022-07-20 17:48:47,-8.0089,-34.8553,78.53,78,40,11.5
338,Jerantut,MY,2022-07-20 17:48:48,3.936,102.3626,74.23,98,100,1.03
339,Girne,CY,2022-07-20 17:48:48,35.3417,33.3167,89.15,67,0,17.58
340,Riyadh,SA,2022-07-20 17:48:49,24.6877,46.7219,104.14,9,38,11.48
341,Katsuura,JP,2022-07-20 17:48:38,35.1333,140.3,76.89,83,94,5.79
342,El Astillero,ES,2022-07-20 17:48:50,43.4009,-3.8205,72.1,81,75,5.99
343,Tomatlan,MX,2022-07-20 17:48:50,19.9333,-105.25,94.87,47,88,3.04
344,Peniche,PT,2022-07-20 17:45:02,39.3558,-9.3811,79.09,74,0,17.38
345,Nouadhibou,MR,2022-07-20 17:48:51,20.931,-17.0347,73.38,83,20,16.11
346,Hit,IQ,2022-07-20 17:48:51,33.6416,42.8251,101.66,12,0,12.21
347,Brufut,GM,2022-07-20 17:48:51,13.3814,-16.7518,84.29,74,75,8.05
348,Gat,IL,2022-07-20 17:48:52,31.61,34.7642,82.81,100,0,7.78
349,Roald,NO,2022-07-20 17:48:53,62.5833,6.1333,60.91,88,75,3.44
350,Amazar,RU,2022-07-20 17:48:53,53.858,120.875,59.11,97,90,2.42
351,Boyolangu,ID,2022-07-20 17:48:53,-8.1181,111.8935,73.42,89,84,5.82
352,Bengkulu,ID,2022-07-20 17:48:54,-3.8004,102.2655,76.68,89,83,3.27
353,Chimbote,PE,2022-07-20 17:48:54,-9.0853,-78.5783,67.28,68,40,9.13
354,Inuvik,CA,2022-07-20 17:48:55,68.3499,-133.7218,65.16,52,75,8.05
355,Busovaca,BA,2022-07-20 17:48:55,44.0975,17.8789,85.51,53,0,2.39
356,Santa Rosalia,MX,2022-07-20 17:48:56,27.3167,-112.2833,91.18,38,37,4.23
357,Bahia Honda,CU,2022-07-20 17:48:56,22.9036,-83.1592,88.45,60,8,12.08
358,Tondano,ID,2022-07-20 17:48:57,1.3038,124.9112,66.29,92,91,1.92
359,Tahta,EG,2022-07-20 17:48:57,26.7693,31.5021,94.82,17,11,9.73
360,Saskylakh,RU,2022-07-20 17:48:17,71.9167,114.0833,36.95,90,74,13.6
361,Chancay,PE,2022-07-20 17:48:58,-11.5714,-77.2672,65.41,72,65,9.71
362,Mackenzie,CA,2022-07-20 17:48:58,55.2999,-123.1698,61.02,59,0,13.8
363,Smithers,CA,2022-07-20 17:48:59,54.7804,-127.1743,57.52,67,40,5.75
364,Quzhou,CN,2022-07-20 17:48:59,28.9594,118.8686,81.18,81,98,3.87
365,Kavaratti,IN,2022-07-20 17:49:59,10.5669,72.642,80.96,81,100,20.29
366,Amahai,ID,2022-07-20 17:50:00,-3.3333,128.9167,76.6,89,77,4.21
367,Onalaska,US,2022-07-20 17:48:40,43.8844,-91.2351,79.79,68,100,12.66
368,Namatanai,PG,2022-07-20 17:50:01,-3.6667,152.4333,77.92,81,98,6.82
369,Kedougou,SN,2022-07-20 17:50:01,12.5579,-12.1743,80.28,78,100,9.13
370,Belmonte,BR,2022-07-20 17:50:02,-15.8631,-38.8828,77.11,64,46,10.76
371,Douentza,ML,2022-07-20 17:50:02,14.9951,-2.9517,88.38,49,100,5.79
372,Vila Franca Do Campo,PT,2022-07-20 17:49:20,37.7167,-25.4333,72.01,71,48,2.46
373,Strathmore,CA,2022-07-20 17:45:42,51.0501,-113.3852,72.95,50,0,5.75
374,San Policarpo,PH,2022-07-20 17:50:03,12.1791,125.5072,81.93,79,79,7.05
375,Tagusao,PH,2022-07-20 17:50:03,9.1924,117.8141,79.09,84,88,3.8
376,Sorong,ID,2022-07-20 17:50:04,-0.8833,131.25,77.29,88,100,6.22
377,Kampong Cham,KH,2022-07-20 17:50:05,11.9934,105.4635,75.33,97,100,7.36
378,Atambua,ID,2022-07-20 17:50:05,-9.1061,124.8925,69.84,90,35,4.99
379,Ukiah,US,2022-07-20 17:50:05,39.1502,-123.2078,94.44,31,0,3.44
380,Maltahohe,NA,2022-07-20 17:50:06,-24.8333,16.9833,56.28,33,0,3.4
381,Itatskiy,RU,2022-07-20 17:50:07,56.07,89.0369,52.56,95,70,5.88
382,Chuy,UY,2022-07-20 17:50:07,-33.6971,-53.4616,60.75,79,0,10.33
383,Qaqortoq,GL,2022-07-20 17:50:08,60.7167,-46.0333,52.72,82,96,6.26
384,Jamsa,FI,2022-07-20 17:50:08,61.8642,25.19,72.32,61,65,4.85
385,Arman,RU,2022-07-20 17:49:47,59.7,150.1667,52.02,95,33,0.96
386,Udachnyy,RU,2022-07-20 17:50:09,66.4167,112.4,50.45,75,81,6.8
387,Rafai,CF,2022-07-20 17:50:09,4.95,23.9167,69.04,96,80,2.06
388,Laguna,US,2022-07-20 17:48:17,38.421,-121.4238,94.95,42,0,6.91
389,Larsnes,NO,2022-07-20 17:50:10,62.2028,5.5773,64.81,93,100,7.36
390,Cooma,AU,2022-07-20 17:50:10,-36.2333,149.1333,37.17,100,100,5.75
391,Grand Gaube,MU,2022-07-20 17:50:11,-20.0064,57.6608,71.38,54,93,8.01
392,Okato,NZ,2022-07-20 17:50:11,-39.2,173.8833,49.17,82,69,4.0
393,Vega De Alatorre,MX,2022-07-20 17:50:12,20.0333,-96.6333,91.56,57,90,14.29
394,Bilma,NE,2022-07-20 17:50:12,18.6853,12.9164,99.14,13,27,6.08
395,Roblin,CA,2022-07-20 17:45:39,51.23,-101.3565,67.93,62,36,18.59
396,Biak,ID,2022-07-20 17:50:13,-0.9131,122.8766,75.2,85,20,3.85
397,Khuzdar,PK,2022-07-20 17:50:14,27.7384,66.6434,75.88,67,73,9.82
398,Codrington,AU,2022-07-20 17:50:14,-38.2667,141.9667,38.86,84,0,8.03
399,Weligama,LK,2022-07-20 17:50:15,5.9667,80.4167,78.03,88,99,14.18
400,Koson,UZ,2022-07-20 17:50:15,39.0375,65.585,88.12,14,0,14.94
401,Hualmay,PE,2022-07-20 17:50:16,-11.0964,-77.6139,66.43,70,56,9.53
402,Torbay,CA,2022-07-20 17:49:12,47.6666,-52.7314,74.17,72,75,17.27
403,Payakumbuh,ID,2022-07-20 17:50:16,-0.2202,100.6308,68.68,97,65,3.29
404,Lerwick,GB,2022-07-20 17:50:17,60.1545,-1.1494,57.2,83,70,12.39
405,Vardo,NO,2022-07-20 17:50:17,70.3705,31.1107,53.58,94,75,2.3
406,Kuju,IN,2022-07-20 17:50:18,23.7167,85.5,81.34,86,100,1.1
407,Gambela,ET,2022-07-20 17:50:18,8.25,34.5833,70.25,87,100,3.13
408,Clyde River,CA,2022-07-20 17:50:19,70.4692,-68.5914,39.43,93,100,9.22
409,Salinopolis,BR,2022-07-20 17:51:19,-0.6136,-47.3561,82.45,77,39,8.5
410,Ambulu,ID,2022-07-20 17:51:20,-8.345,113.6058,71.76,88,48,3.87
411,Hambantota,LK,2022-07-20 17:49:14,6.1241,81.1185,79.36,84,96,18.75
412,Manado,ID,2022-07-20 17:51:20,1.487,124.8455,74.17,94,20,2.3
413,Smidovich,RU,2022-07-20 17:51:21,48.6,133.8167,61.52,92,70,5.82
414,Saint Anthony,US,2022-07-20 17:51:21,45.0205,-93.218,87.15,44,0,20.71
415,Dunmore Town,BS,2022-07-20 17:51:22,25.5,-76.65,83.21,71,99,11.23
416,Loikaw,MM,2022-07-20 17:51:25,19.6742,97.2094,70.63,95,100,2.01
417,Hrob,CZ,2022-07-20 17:51:25,50.6592,13.7268,89.82,34,88,11.99
418,Jardim,BR,2022-07-20 17:51:26,-21.4803,-56.1381,92.7,16,47,8.81
419,Bambey,SN,2022-07-20 17:51:26,14.6955,-16.4493,89.6,55,97,12.35
420,Kruisfontein,ZA,2022-07-20 17:51:27,-34.0033,24.7314,54.88,93,100,2.64
421,Rincon,US,2022-07-20 17:51:28,32.296,-81.2354,91.85,62,40,8.46
422,Suhbaatar,MN,2022-07-20 17:51:28,50.2314,106.2078,55.56,74,58,3.15
423,Tigzirt,DZ,2022-07-20 17:51:29,36.8886,4.1198,83.03,63,9,10.45
424,San Cristobal,VE,2022-07-20 17:51:29,7.7669,-72.225,75.38,53,50,8.32
425,Bonavista,CA,2022-07-20 17:51:30,48.6499,-53.1147,64.33,81,55,23.6
426,Victoria,HK,2022-07-20 17:48:11,22.2855,114.1577,87.33,85,24,8.01
427,Shingu,JP,2022-07-20 17:49:38,33.7333,135.9833,75.13,71,99,5.35
428,Santa Cruz,BO,2022-07-20 17:51:30,-17.8,-63.1667,86.05,39,15,14.97
429,Milton,US,2022-07-20 17:51:31,34.1322,-84.3007,91.78,71,46,3.0
430,Banjarmasin,ID,2022-07-20 17:51:32,-3.3244,114.591,77.14,94,11,2.21
431,Hamilton,US,2022-07-20 17:47:06,39.1834,-84.5333,91.94,69,40,12.66
432,Kysyl-Syr,RU,2022-07-20 17:49:00,63.8986,122.7617,54.97,94,100,5.64
433,Half Moon Bay,US,2022-07-20 17:51:32,37.4636,-122.4286,81.14,73,100,14.97
434,Rio Grande,BR,2022-07-20 17:51:33,-32.035,-52.0986,68.11,84,1,11.68
435,Tecoanapa,MX,2022-07-20 17:51:33,16.5167,-98.75,86.25,60,51,8.12
436,Kenai,US,2022-07-20 17:51:34,60.5544,-151.2583,56.08,89,100,6.91
437,Aki,JP,2022-07-20 17:51:34,33.5,133.9,75.16,72,100,4.65
438,Umea,SE,2022-07-20 17:51:35,63.8284,20.2597,64.33,59,26,4.61
439,Tura,IN,2022-07-20 17:51:35,25.5198,90.2201,75.56,94,100,5.41
440,Santa Maria,BR,2022-07-20 17:51:36,-29.6842,-53.8069,61.9,82,40,9.22
441,Oistins,BB,2022-07-20 17:50:33,13.0667,-59.5333,86.09,74,40,16.11
442,Bakel,SN,2022-07-20 17:51:36,14.905,-12.4568,85.48,62,100,6.17
443,Srednekolymsk,RU,2022-07-20 17:51:00,67.45,153.6833,45.82,73,83,6.13
444,Ilulissat,GL,2022-07-20 17:49:30,69.2167,-51.1,62.62,36,75,12.66
445,Searcy,US,2022-07-20 17:51:37,35.2506,-91.7363,86.0,70,0,8.05
446,Behshahr,IR,2022-07-20 17:51:38,36.6923,53.5526,79.0,80,3,6.42
447,Arlit,NE,2022-07-20 17:51:38,18.7369,7.3853,96.66,24,52,7.74
448,Narrabri,AU,2022-07-20 17:51:39,-30.3167,149.7833,51.53,71,75,3.0
449,Aksarka,RU,2022-07-20 17:51:39,66.5606,67.7975,60.3,54,65,7.45
450,Rock Sound,BS,2022-07-20 17:51:40,24.9,-76.2,82.78,70,6,12.91
451,Leh,IN,2022-07-20 17:51:40,34.1667,77.5833,68.27,16,81,11.27
452,Prescott,US,2022-07-20 17:47:00,34.54,-112.4685,89.2,38,89,4.0
453,La Rioja,ES,2022-07-20 17:51:41,42.25,-2.5,78.58,51,0,6.98
454,Nome,US,2022-07-20 17:50:06,64.5011,-165.4064,48.27,93,100,18.41
455,San Vicente,AR,2022-07-20 17:48:12,-26.6167,-54.1333,79.02,52,0,6.04
456,Kovdor,RU,2022-07-20 17:52:42,67.5662,30.4758,63.39,80,99,4.05
457,Vila,PT,2022-07-20 17:52:42,42.0304,-8.1588,80.71,43,0,4.41
458,Pecos,US,2022-07-20 17:52:32,31.4229,-103.4932,96.89,24,0,6.91
459,San Roque,ES,2022-07-20 17:52:43,36.2107,-5.3842,76.03,78,20,8.05
460,Tabas,IR,2022-07-20 17:52:43,33.5959,56.9244,94.87,11,0,10.13
461,Pindiga,NG,2022-07-20 17:52:44,9.9833,10.9333,70.05,92,100,5.37
462,Elat,IL,2022-07-20 17:52:45,29.5581,34.9482,102.04,30,0,12.66
463,Touros,BR,2022-07-20 17:48:51,-5.1989,-35.4608,80.47,66,46,16.22
464,Ashland,US,2022-07-20 17:52:45,40.8167,-82.2665,87.89,62,21,17.4
465,Mahanoro,MG,2022-07-20 17:52:46,-19.9,48.8,66.33,85,4,6.69
466,Batemans Bay,AU,2022-07-20 17:52:46,-35.7167,150.1833,52.11,86,97,2.3
467,Lompoc,US,2022-07-20 17:52:47,34.6391,-120.4579,83.7,82,20,6.91
468,Zdvinsk,RU,2022-07-20 17:52:47,54.7021,78.661,63.64,74,100,6.51
469,Pontes E Lacerda,BR,2022-07-20 17:52:47,-15.2261,-59.3353,96.08,15,35,5.53
470,Mitu,CO,2022-07-20 17:49:12,1.1983,-70.1733,77.05,93,95,2.59
471,Kungurtug,RU,2022-07-20 17:52:48,50.5994,97.5228,49.66,70,99,0.83
472,Mahibadhoo,MV,2022-07-20 17:51:37,3.7833,72.9667,77.43,84,100,10.42
473,Wanning,CN,2022-07-20 17:50:21,18.8003,110.3967,79.48,91,9,7.9
474,Husavik,IS,2022-07-20 17:49:58,66.0449,-17.3389,46.44,86,100,7.94
475,Ahipara,NZ,2022-07-20 17:49:33,-35.1667,173.1667,54.54,72,36,17.34
476,Nanzhou,CN,2022-07-20 17:52:49,29.3596,112.4024,76.23,94,100,0.45
477,Santa Marta,CO,2022-07-20 17:51:48,11.2408,-74.199,91.45,62,20,5.75
478,Dwarka,IN,2022-07-20 17:52:50,22.2394,68.9678,82.04,83,92,18.25
479,Wajir,KE,2022-07-20 17:52:50,1.7471,40.0573,78.76,53,40,6.91
480,Jasrana,IN,2022-07-20 17:52:51,27.25,78.6833,88.2,64,100,10.78
481,Jieshou,CN,2022-07-20 17:52:51,33.2634,115.3611,69.94,96,50,5.21
482,Mogadishu,SO,2022-07-20 17:50:48,2.0371,45.3438,75.79,81,50,16.96
483,Road Town,VG,2022-07-20 17:52:52,18.4167,-64.6167,87.84,66,40,14.97
484,Cockburn Town,TC,2022-07-20 17:52:52,21.4612,-71.1419,82.08,77,0,19.37
485,Isangel,VU,2022-07-20 17:50:15,-19.55,169.2667,75.79,90,90,9.4
486,Zhezkazgan,KZ,2022-07-20 17:52:53,47.8043,67.7144,85.53,31,75,2.62
487,Manavalakurichi,IN,2022-07-20 17:52:53,8.1333,77.3,78.04,85,97,16.35
488,Sitka,US,2022-07-20 17:52:54,57.0531,-135.33,53.49,82,100,5.75
489,Kimbe,PG,2022-07-20 17:52:54,-5.5502,150.1429,75.6,91,82,3.15
490,Conceicao Do Araguaia,BR,2022-07-20 17:52:55,-8.2578,-49.2647,96.69,21,0,5.66
491,Neuquen,AR,2022-07-20 17:52:55,-38.9516,-68.0591,69.69,24,0,27.63
492,Bitung,ID,2022-07-20 17:52:56,1.4451,125.1824,74.25,86,41,8.25
493,Los Llanos De Aridane,ES,2022-07-20 17:49:10,28.6585,-17.9182,73.15,73,20,17.27
494,Taua,BR,2022-07-20 17:52:57,-5.9667,-40.3,91.87,19,11,10.74
495,Christchurch,NZ,2022-07-20 17:52:57,-43.5333,172.6333,44.91,94,75,26.46
496,Cariamanga,EC,2022-07-20 17:52:58,-4.3333,-79.55,66.97,36,50,6.62
497,El Bagre,CO,2022-07-20 17:52:58,7.5927,-74.8086,96.21,41,48,3.58
498,Dawei,MM,2022-07-20 17:52:58,14.0833,98.2,76.87,92,100,0.11
499,Samfya,ZM,2022-07-20 17:52:59,-11.3649,29.5565,71.17,42,47,11.52
500,Tayoltita,MX,2022-07-20 17:53:00,24.0833,-105.9333,86.45,44,83,4.88
501,Sawakin,SD,2022-07-20 17:53:00,19.1059,37.3321,99.07,49,100,5.79
502,Masyaf,SY,2022-07-20 17:54:01,35.0653,36.3406,73.76,70,0,8.43
503,Mongomo,GQ,2022-07-20 17:54:01,1.6274,11.3135,68.59,96,93,2.75
504,Puerto Maldonado,PE,2022-07-20 17:54:01,-12.6,-69.1833,86.4,62,40,3.44
505,Tocopilla,CL,2022-07-20 17:54:02,-22.092,-70.1979,65.43,71,94,4.79
506,Matagami,CA,2022-07-20 17:54:02,49.7502,-77.6328,68.11,77,75,9.22
507,Palaia Fokaia,GR,2022-07-20 17:54:03,37.72,23.9463,82.85,50,0,17.34
508,Rio Gallegos,AR,2022-07-20 17:51:18,-51.6226,-69.2181,37.45,60,0,37.98
509,Floro,NO,2022-07-20 17:54:04,61.5996,5.0328,66.24,100,75,10.36
510,Salym,RU,2022-07-20 17:54:04,60.0625,71.4789,57.96,87,89,3.53
511,Pauini,BR,2022-07-20 17:54:05,-7.7136,-66.9764,94.55,29,3,2.98
512,Ranong,TH,2022-07-20 17:54:06,9.9658,98.6348,76.1,92,100,8.12
513,Matara,LK,2022-07-20 17:54:07,5.9485,80.5353,77.72,88,99,13.44
514,Cowra,AU,2022-07-20 17:54:08,-33.8333,148.6833,46.56,86,90,6.71
515,Banda Aceh,ID,2022-07-20 17:51:19,5.5577,95.3222,80.46,72,99,12.86
516,Progreso,MX,2022-07-20 17:49:42,21.2833,-89.6667,95.11,63,5,16.4
517,Harper,LR,2022-07-20 17:51:08,4.375,-7.7169,76.23,71,89,7.78
518,La Asuncion,VE,2022-07-20 17:54:09,11.0333,-63.8628,85.73,70,15,17.27
519,Mountain Home,US,2022-07-20 17:54:09,43.133,-115.6912,90.32,17,0,7.43
520,Talin,EE,2022-07-20 17:54:10,59.437,24.7535,66.54,78,0,13.8
521,Tezu,IN,2022-07-20 17:54:10,27.9167,96.1667,76.24,97,99,2.44
522,Grindavik,IS,2022-07-20 17:54:11,63.8424,-22.4338,55.35,87,75,16.11
523,Knysna,ZA,2022-07-20 17:54:11,-34.0363,23.0471,54.34,89,90,2.21
524,Manitowoc,US,2022-07-20 17:54:12,44.0667,-87.8001,79.83,62,100,18.41
525,Saint-Pierre,RE,2022-07-20 17:54:13,-21.3393,55.4781,71.28,53,0,8.05
526,Cookeville,US,2022-07-20 17:54:13,36.1628,-85.5016,88.63,76,75,10.36
527,Inhambane,MZ,2022-07-20 17:54:14,-23.865,35.3833,68.7,81,0,7.52
528,Bubaque,GW,2022-07-20 17:54:14,11.2833,-15.8333,77.97,86,100,19.08
529,Vilyuysk,RU,2022-07-20 17:54:15,63.7553,121.6247,55.11,89,100,5.82
530,Ostrovnoy,RU,2022-07-20 17:54:15,68.0531,39.5131,49.86,92,9,6.51
531,Rudbar,AF,2022-07-20 17:54:16,30.15,62.6,96.08,12,4,8.1
532,Berlevag,NO,2022-07-20 17:54:16,70.8578,29.0864,55.4,94,100,4.61
533,Kattivakkam,IN,2022-07-20 17:54:17,13.2167,80.3167,84.29,83,93,10.92
534,Kumanovo,MK,2022-07-20 17:54:17,42.1322,21.7144,79.3,30,1,5.1
535,Mandalgovi,MN,2022-07-20 17:54:18,45.7625,106.2708,62.28,65,100,18.16
536,Ambon,ID,2022-07-20 17:54:18,-3.6954,128.1814,78.24,15,80,12.37
537,Hays,US,2022-07-20 17:54:19,30.0502,-98.0336,98.6,50,2,11.56
538,West Bay,KY,2022-07-20 17:54:20,19.3667,-81.4167,87.87,80,40,8.05
539,Tamiahua,MX,2022-07-20 17:54:21,21.2667,-97.45,90.93,58,76,14.03
540,Grand-Lahou,CI,2022-07-20 17:54:21,5.1367,-5.0242,76.1,70,100,8.5
541,Bafoulabe,ML,2022-07-20 17:54:22,13.8065,-10.8321,81.9,65,100,3.24
542,Egvekinot,RU,2022-07-20 17:54:22,66.3167,-179.1667,34.0,69,14,13.13
543,Iki-Burul,RU,2022-07-20 17:54:23,45.8208,44.6472,67.3,81,90,5.61
544,Sao Borja,BR,2022-07-20 17:54:23,-28.6606,-56.0044,71.96,84,42,6.8
545,Maningrida,AU,2022-07-20 17:54:24,-12.0667,134.2667,60.44,86,98,8.93
546,Camacha,PT,2022-07-20 17:55:24,33.0833,-16.3333,71.02,68,40,10.36
547,Aksu,CN,2022-07-20 17:55:25,41.1231,80.2644,80.56,20,0,6.44
548,Syedove,UA,2022-07-20 17:55:25,47.0768,38.156,75.24,63,13,18.61
549,Punta De Bombon,PE,2022-07-20 17:55:26,-17.1717,-71.7931,62.33,76,84,6.8
550,Cam Ranh,VN,2022-07-20 17:55:26,11.9214,109.1591,76.96,88,75,1.14
551,Balkhash,KZ,2022-07-20 17:55:27,46.844,74.9804,76.66,41,1,9.71
552,Butka,RU,2022-07-20 17:55:27,56.7179,63.7866,57.63,88,1,5.64
553,Ust-Kalmanka,RU,2022-07-20 17:55:27,52.1207,83.305,63.99,53,98,7.76
554,Oriximina,BR,2022-07-20 17:55:28,-1.7656,-55.8661,85.66,60,65,4.72
555,Nampula,MZ,2022-07-20 17:55:28,-15.1165,39.2666,67.95,68,20,3.44
556,Sasni,IN,2022-07-20 17:55:29,27.7167,78.0833,87.33,68,99,9.1
557,Ramshir,IR,2022-07-20 17:55:29,30.8946,49.4092,98.46,47,0,15.3
558,Kearney,US,2022-07-20 17:50:48,40.6995,-99.0815,81.16,47,0,0.0
559,Port Blair,IN,2022-07-20 17:55:31,11.6667,92.75,78.35,84,100,14.03
560,Zalantun,CN,2022-07-20 17:55:31,48.0,122.7167,67.68,84,3,3.69
561,Rawson,AR,2022-07-20 17:55:32,-43.3002,-65.1023,56.08,50,100,20.18
562,Hobyo,SO,2022-07-20 17:55:32,5.3505,48.5268,75.9,81,40,26.62
563,Jesenice,SI,2022-07-20 17:55:33,46.4306,14.0669,88.2,68,3,3.53
564,Hurricane,US,2022-07-20 17:52:23,37.1753,-113.2899,100.87,20,3,7.81
565,Harpanahalli,IN,2022-07-20 17:55:33,14.8,75.9833,73.29,87,50,13.2
566,Sur,OM,2022-07-20 17:55:34,22.5667,59.5289,84.6,74,95,15.52
